PDF Number,Course Name,Link
401.pdf,GPS SURVEYING,https://drive.google.com/file/d/1kZ3j6MULGkKWsz9J-qgR45Zf11RxJ33A/view
402.pdf,Metals in Biology,https://drive.google.com/file/d/1kcTGhw89BmtrORHdhMRtII5ISnFtNIM5/view
403.pdf,Patent Search for Engineers and Lawyers,https://drive.google.com/file/d/1kd88EZCoiHC7YoHnRZ2lFSaHUoh6LGVq/view
404.pdf,Twentieth Century Fiction,https://drive.google.com/file/d/1kv4ICUd2vGMf7x4VvU5k16-QJRtnTlYD/view?usp=drivesdk
405.pdf,"Calculus for Economics, Commerce and Management",https://drive.google.com/file/d/1kwoa9F9Nu-hz0ZjNnRuYW_D2h3Z5QXPD/view
406.pdf,"Solar Photovoltaics Fundamentals, Technology and Applications",https://drive.google.com/file/d/1l261dog5zgR4tmVsqaXa1r5XYQKPPn_o/view
407.pdf,Brief Introduction to Psychology,https://drive.google.com/file/d/1l7mXf11It8N01d7LKaAVcLiaAQjPgJjm/view
408.pdf,Material and Energy Balances,https://drive.google.com/file/d/1lJQuvmfa4NbTgoeO328eGW2RGc1cDxW-/view
409.pdf,Descriptive Statistics with R Software,https://drive.google.com/file/d/1lMSRFGMDB4Db0FFQ_ITXA3xF4bLy4RfF/view
410.pdf,Introduction to Geographic Information Systems,https://drive.google.com/file/d/1lQ1E5E0S0TUiMn28jeMtBeyQnhoQehgg/view
411.pdf,Introduction to Geographic Information Systems,https://drive.google.com/file/d/1lQ1E5E0S0TUiMn28jeMtBeyQnhoQehgg/view
412.pdf,Project Management,https://drive.google.com/file/d/1lVaLkEZ7EYgb1I6PitoDzN8gfhWmrhpq/view
413.pdf,Solid state physics,https://drive.google.com/file/d/1lnLvJQQM96IE7iWj1FtNFcMnkxx-1A69/view
414.pdf,Chemical Crystallography,https://drive.google.com/file/d/1lwchj-8-aIUBCJN6S4T0Xy_5QsYx2hfC/view
415.pdf,Introduction to Japanese Language and Culture,https://drive.google.com/file/d/1lxEAD7U7_GR0C9y98Y5_qzPrYOJdD_qx/view
416.pdf,Designing learner-centric e-learning in STEM disciplines,https://drive.google.com/file/d/1m02NF28oMh6TO9LZpJVs4slusnYHew70/view
417.pdf,Basic Linear Algebra,https://drive.google.com/file/d/1m5p8cNxsx6Fd-0ZQgXYJ0juBuywuUJsB/view
418.pdf,Inductive Couple Plasma Atomic Emission Spectrometry ( ICP-AES) for Pollution Monitoring,https://drive.google.com/file/d/1mL21VpCNyFKObFwjb6bVV_e8jbxt5EVI/view
419.pdf,Chemical Process Control,https://drive.google.com/file/d/1mTOfzG2cokQVq2MqauFgggFITSoC0rWp/view
420.pdf,Drug Delivery: Principles and Engineering,https://drive.google.com/file/d/1mWQVUM8fpQ7a6783lB-41YzMB_XXp4ir/view
421.pdf,Fabrication Techniques for MEMs-based sensors:Clinical perspective,https://drive.google.com/file/d/1mY7qbe4yUg9O02Q5yML9m_soy1OlCmIK/view
422.pdf,Consumer Behaviour,https://drive.google.com/file/d/1mYLd9a4A1Rz9G4kYp4xAxDMPkrPqOZ5B/view
423.pdf,Effective Engineering Teaching in Practice,https://drive.google.com/file/d/1m_9XTuPN2RFX_TZcx6fsQFdfcWnPb7Pc/view
424.pdf,Principles and Applications of Building Science,https://drive.google.com/file/d/1mc8tK9vfUnRUUyr8LnUEe77qw5aKbyPE/view
425.pdf,Principles and Applications of Building Science,https://drive.google.com/file/d/1mc8tK9vfUnRUUyr8LnUEe77qw5aKbyPE/view
426.pdf,NOC:Experimental Stress Analysis: An Overview,https://drive.google.com/file/d/1mmwjqSxyvvNrEonCnslTnU1ZA2rWBYkd/view?usp=drivesdk
427.pdf,Stochastic Processes - 1,https://drive.google.com/file/d/1n-l3t7eVPw2Ktz0DnnAAv3rqdlB9u4QO/view
428.pdf,Modern Construction materials,https://drive.google.com/file/d/1n2RVfpmBb0_eiT5-QuRRVpvQyyVi_8Do/view
429.pdf,Digital VLSI Testing,https://drive.google.com/file/d/1n6agUcye7HE1xPItwQ03wow0b3g6NloU/view
430.pdf,Nonlinear and Adaptive Control,https://drive.google.com/file/d/1nIsPFHW2QtAq7BDWh_As1LS4go_M5zEW/view
431.pdf,Heat Treatment and Surface Hardening - I,https://drive.google.com/file/d/1nWK8k-46t1cn10QbaIoR2DRw0k-iODkL/view
432.pdf,Patent Law for Engineers and Scientists,https://drive.google.com/file/d/1n_7-2dsvjuD68ThPQOgB7lzP-N9gnlJ0/view
433.pdf,Technical Textiles,https://drive.google.com/file/d/1nazjnvhpTmEtvLegCJegdt0JM8IPu_57/view
434.pdf,Systems Engineering: Theory & Practice,https://drive.google.com/file/d/1nj2dZ_RxdICq3tYOgJIBuz3Y0CKGdNCR/view
435.pdf,Environmental Quality Monitoring & Analysis,https://drive.google.com/file/d/1nkgZmR438ggizqNgoHgYKZ5Yr9uOxerw/view?usp=drivesdk
436.pdf,Basic Statistical Mechanics,https://drive.google.com/file/d/1nyHXwHLzkm-7ySdBjeIY63Ik9jh9a6Yr/view?usp=drivesdk
437.pdf,Introduction to Statistical Hypothesis Testing,https://drive.google.com/file/d/1o0mFi7GTgvDEJQU09oB0iNrEc9NEIL1l/view
438.pdf,Introduction to Statistical Hypothesis Testing,https://drive.google.com/file/d/1o0mFi7GTgvDEJQU09oB0iNrEc9NEIL1l/view
439.pdf,Feminism : Concepts and Theories,https://drive.google.com/file/d/1o14hWjweDwOkeznKNqqtcFK5FPdCcwOA/view?usp=drivesdk
440.pdf,Basics of software-defined radios and practical applications,https://drive.google.com/file/d/1o5kv2e624qXxbLZABNzGxxOA58PMEJZ_/view
441.pdf,Introduction to Civil Engineering Profession,https://drive.google.com/file/d/1o9cUZaTWUEsrx6_aShBCtrUAFethcrOR/view?usp=drivesdk
442.pdf,Understanding Design Thinking & People Centred Design,https://drive.google.com/file/d/1oLyxAmipoB9U4YdV75tMvZEqrgRrQOiY/view
443.pdf,"English Literature of the Romantic Period, 1798 - 1832",https://drive.google.com/file/d/1oMbbp-XrR-llM2qiDRK1S1RFSUY3wAsS/view
444.pdf,Hydrostatics and Stability,https://drive.google.com/file/d/1oNhSv16W6SY-hdtOWHxWAQFFMEkQenya/view
445.pdf,Optical Sensors,https://drive.google.com/file/d/1o__W_Jqtv7GNBMFMi33-10E_64jI3xDh/view
446.pdf,Advanced Soil Mechanics,https://drive.google.com/file/d/1oaTOUUMuFs8U3pPmzHVAuPR2MbqhXOQi/view?usp=drivesdk
447.pdf,Bayesian/ MMSE Estimation for Wireless Communications -MIMO/ OFDM,https://drive.google.com/file/d/1ols4fcmTXewnd0MmKpW3DTR1XCG0GUH_/view
448.pdf,Advanced Quantum Mechanics with Applications,https://drive.google.com/file/d/1oyMhtTJPVhoyaOf-V7ryrLeXlVSV8nmE/view
449.pdf,UAV Design - Part II,https://drive.google.com/file/d/1p3yRBieUdHWGyfjnRcreiUbsbzmOt4kT/view
450.pdf,Design and Analysis of Algorithms,https://drive.google.com/file/d/1p4t-1sTDt0d6khwEIFMnUZ21QArEZ8Av/view
451.pdf,Cost Accounting,https://drive.google.com/file/d/1p57jsx5ZHZU0oSb5qraNoYhi8M3vWE27/view
452.pdf,Fundamentals of Combustion - I,https://drive.google.com/file/d/1p9xfHtw3hW0IFLe-dKMTg-JM_q0IkYw2/view
453.pdf,Introduction to Machine Learning,https://drive.google.com/file/d/1pJAMtgwNyfhVnP9nrQv_yVcrm6cBNLJH/view
454.pdf,Manufacturing Process Technology -Part I,https://drive.google.com/file/d/1pKivGwpez5jhL3jX1m5d5v4UkBNSdMff/view
455.pdf,Software Testing,https://drive.google.com/file/d/1pNyz9c3UoCIpDnWJ0uP0ysZY7arezFVD/view
456.pdf,Software Testing,https://drive.google.com/file/d/1pNyz9c3UoCIpDnWJ0uP0ysZY7arezFVD/view
457.pdf,Introduction to Time-Frequency Analysis and Wavelet Transforms,https://drive.google.com/file/d/1pNyz9c3UoCIpDnWJ0uP0ysZY7arezFVD/view
458.pdf,Ergonomics in Automotive Design,https://drive.google.com/file/d/1pV8vriTda0enjT2K67GxaeFA-rGFASZT/view
459.pdf,Appreciating Carnatic Music,https://drive.google.com/file/d/1pa6mZPPB7YuyKhwwMtXE0AYd3ec6HQNm/view
460.pdf,Ethics in Engineering Practice,https://drive.google.com/file/d/1pdTw7bm8C_6t0mT2c6QvScJFd8DUzUro/view
461.pdf,Analog Electronic Circuits,https://drive.google.com/file/d/1pqpojxTy1hykMzYKe9QyyiQ0yYfWDSsX/view?usp=drivesdk
462.pdf,Organic Chemistry in Biology and Drug Development,https://drive.google.com/file/d/1ptPCuPH7qbxTEjxSILV7PsR3R_z_ACHE/view
463.pdf,Linear System Theory,https://drive.google.com/file/d/1pvj03iqTGpc5agR-bmzpW3C4gSi_UIlT/view
464.pdf,Bioenergy,https://drive.google.com/file/d/1pzeDaGqFseGQeA8ZQe55mK8AurBdM_rv/view
465.pdf,"Cognition, Transformation and Lives",https://drive.google.com/file/d/1qAs-BJ_On-kwg_3UpKY40yg1OL72_F6p/view
466.pdf,Defects in Materials,https://drive.google.com/file/d/1qBTRxzgcAM9fNhqkJNBkr_M5QBj5av70/view
467.pdf,Mechanical Unit Operations,https://drive.google.com/file/d/1qVPUlcpif1gp12i8psNko94RtAjaUSGY/view
468.pdf,Experimental Physics III,https://drive.google.com/file/d/1qnWJN3jTOybKKA6avnhx8q0W8BJ0-AOV/view?usp=drivesdk
469.pdf,Sustainable Architecture,https://drive.google.com/file/d/1qw4BTtdQq1lRRMQbHrQCGyHjpPY6gUC4/view?usp=drivesdk
470.pdf,Time value of money Concepts and Calculations,https://drive.google.com/file/d/1qxNFSgTl7clNbN8QwxqOpcnngWaQjHEj/view
471.pdf,Advances in UHV Transmission and Distribution,https://drive.google.com/file/d/1qxcMrT0_yN7qdvfSu5oKVt2wQxqE4aFi/view
472.pdf,Social Networks,https://drive.google.com/file/d/1r31v9jGO1O68i7gmyKajpbe6h-cgC4L9/view
473.pdf,Heat Treatment and Surface Hardening - II,https://drive.google.com/file/d/1r62D0Jg10edHiMfiTe_k0ciODB_rQ7Ab/view
474.pdf,Manufacturing Process Technology - II,https://drive.google.com/file/d/1r7-AGhNjxtGUPiDGufEneZwgffiy4UzR/view
475.pdf,"Op-Amp Practical Applications: Design, Simulation and Implementation",https://drive.google.com/file/d/1r8Me7Yp--U-3rRwx2yVXPi290EKH0y_B/view
476.pdf,Introduction to Polymer Physics,https://drive.google.com/file/d/1rByfYfaqIwLrw0g4dZMcVa_EINT668wk/view
477.pdf,Steam and Gas Power Systems,https://drive.google.com/file/d/1rajaTx0vWSXveZEY5k7WuKauDTIBJ-Jb/view
478.pdf,Programming Data Structures and Algorithms,https://drive.google.com/file/d/1rbWYew9agl5U1Nqy1I0twXLM8WLGf4ku/view?usp=drivesdk
479.pdf,Artificial Intelligence: Knowledge Representation and Reasoning,https://drive.google.com/file/d/1rguiyKFAD89erKqcP6ZQQgzEjCPYJBbf/view
480.pdf,Artificial Intelligence: Knowledge Representation and Reasoning,https://drive.google.com/file/d/1rguiyKFAD89erKqcP6ZQQgzEjCPYJBbf/view
481.pdf,Constrained and unconstrained optimization,https://drive.google.com/file/d/1rv9NnXvrrsd7TZbFWkMy2e-ZAZYV1_s8/view
482.pdf,Matrix Analysis with Applications,https://drive.google.com/file/d/1s1imBaSvHH0NRY7yefrVwPCQ9qG6E71j/view
483.pdf,Operations Research,https://drive.google.com/file/d/1s1zNKsaTmjRYEIMzzuSCAR3gnOXvwq4E/view
484.pdf,Geomorphic Processes: Landforms and Landscapes,https://drive.google.com/file/d/1s73GoUx82ovRgdtHSiD-oQxBxkaP6nVz/view
485.pdf,Tissue engineering,https://drive.google.com/file/d/1sFRZJKk8Jf6UmXMXfraWTw8glMNBeerW/view
486.pdf,Unit operations of particulate matter,https://drive.google.com/file/d/1sTIJqT1tTKyXXsd3Uqap15TYz-iGeB9G/view
487.pdf,Defects in Crystalline Solids (Part-I),https://drive.google.com/file/d/1skqF_QJTU-K5uxs7uWKsUu0ch4PxpYRW/view
488.pdf,BioMEMS and Microfluidics,https://drive.google.com/file/d/1srVwPdqPHBZcrJEMlg6ME9TofRHrR9eW/view
489.pdf,Computer Integrated Manufacturing,https://drive.google.com/file/d/1sx8Vwy55nCebTspTG_2XCRrIyXpNW2pI/view?usp=drivesdk
490.pdf,Visual Perception and Art: A Survey Across the Cultures,https://drive.google.com/file/d/1sxqo70zaT6BwNZvb7paaRGIB0p4pK-vB/view
491.pdf,Introduction to evolutionary dynamics,https://drive.google.com/file/d/1szXYwhOuajCWK0A13J3z_EcrbNkNkEQT/view
492.pdf,Fundamentals of Nuclear Power Generation,https://drive.google.com/file/d/1t6C-l37sGiIM4OrapMI-fzN8Bsyc_FPp/view
493.pdf,Ecology and Society,https://drive.google.com/file/d/1tBqLlV8qOHzUI0LQHCLx-JqNuEl1zWnw/view
494.pdf,Modern Indian Art From the Colonial Period to the Present,https://drive.google.com/file/d/1tK-qBUqL3DI13wioP_z_7Kig996qaktH/view?usp=drivesdk
495.pdf,Speaking Effectively,https://drive.google.com/file/d/1tKU4EA98unDke_yDt2Il6EZp7Db_VnbB/view
496.pdf,Evaluations of Textile Materials,https://drive.google.com/file/d/1tO3VSt40Qa6kwGfrGHiMiqZbo3oZd6vW/view?usp=drivesdk
497.pdf,Indian Philosophy,https://drive.google.com/file/d/1tYwLjnIdov8jA32wbPTN84XcS5SfullN/view
498.pdf,Introduction to Developmental Biology,https://drive.google.com/file/d/1tf58x5F32tsoLBbd6sYNe4HYovi7P_a_/view
499.pdf,Statistical Signal Processing,https://drive.google.com/file/d/1tgH4sYzIGsOZuwTvklJ3RXE0_ZCkWEzN/view?usp=drivesdk
500.pdf,Total Quality Management - I,https://drive.google.com/file/d/1tpA4wDusNmWCvw1tTr4E7Titp9Pd0wd2/view
501.pdf,Advanced Metallurgical Thermodynamics,https://drive.google.com/file/d/1ttPZOnqLFA0X17jsdKiTYZh72iCZVDDA/view
502.pdf,"Essentials of Oxidation, Reduction and C-C Bond Formation. Application in Organic Synthesis",https://drive.google.com/file/d/1tx5XnEZ9vWvW6RWDhr1f58rWNQYhc7qt/view?usp=drivesdk
503.pdf,Technology Forecasting for strategic decision making - An Introduction,https://drive.google.com/file/d/1tzz-NjOmAHeSqkfNlvAm9wByFfhNdVD1/view?usp=drivesdk
504.pdf,Foundations of Computational Materials Modelling,https://drive.google.com/file/d/1uAHobqE-bg_Mfk6SjdC799PvtoKyuLc7/view
505.pdf,Aqueous Corrosion and Its Control,https://drive.google.com/file/d/1uN4IDtT0AtJ-bl_EuxxIeSBI_go-yrwV/view
506.pdf,Introduction to Airbreathing Propulsion,https://drive.google.com/file/d/1uNEhpNNtVPKwbs55Ais9AtFwSc4TOBb1/view
507.pdf,Computational Physics,https://drive.google.com/file/d/1ubwxWx7zIdaBtZ4U23ZLXg48npy_RObw/view
508.pdf,Genetic Engineering: Theory and Application,https://drive.google.com/file/d/1ucmWo9lBReoaDs8Rg7Rtq__rw8EQE6l2/view
509.pdf,Introduction to Operations Research,https://drive.google.com/file/d/1ujZq-tBfbC7wmV5CvejtWcHt_gpN82Th/view
510.pdf,"Symmetry, Stereochemistry and Applications",https://drive.google.com/file/d/1uocP_KpQ-taz5KmmO9ZmZo7ugO9Wyn1U/view?usp=drivesdk
511.pdf,Mechanical Operations,https://drive.google.com/file/d/1v3b5V-I4g0KsZkPbt6w1VN4_cUine_1C/view
512.pdf,Mechanical Operations,https://drive.google.com/file/d/1v3b5V-I4g0KsZkPbt6w1VN4_cUine_1C/view
513.pdf,Path Integral and functional methods in Quantum field theory,https://drive.google.com/file/d/1vE4GI-QDqXT8Q759Il-OecF5PUfdhw3W/view
514.pdf,Machining Science,https://drive.google.com/file/d/1vIz8_e-CvQinLSJGogrOkXNtR13fDcTX/view
515.pdf,Ethics,https://drive.google.com/file/d/1vmtC9lSUhXms0Vjw9lIFvKdgIu_unfer/view
516.pdf,Basic Principles and Calculations in Chemical Engineering,https://drive.google.com/file/d/1wASMgLAAKPxOk1kG2wNVMp5aeReT-5oA/view?usp=drivesdk
517.pdf,Robotics,https://drive.google.com/file/d/1wGyjRng9jzBC50mTD34fdzJFcF9pbqHr/view
518.pdf,Engineering Mechanics,https://drive.google.com/file/d/1wRCJc0ykDT3P8Yd1jda5Mv6X_YnVJTLs/view
519.pdf,Software Engineering,https://drive.google.com/file/d/1wTMlxAd05Sb_BWebQY2Qa9-9VpmpkMp5/view
520.pdf,Programming in C++,https://drive.google.com/file/d/1wXkh4FL_rfphAv1Ldb7vn6q7oA943ZKm/view
521.pdf,Chemical Engineering Thermodynamics,https://drive.google.com/file/d/1whx59o8vTe8Bo_Us7NMmMATy4pd3dNJe/view
522.pdf,Electrical Equipment and Machines: Finite Element Analysis,https://drive.google.com/file/d/1wiyJuqohQMM8lPlCGI2hVKD1cLqO6cTP/view?usp=drivesdk
523.pdf,Electromagnetic Waves in Guided and Wireless Media,https://drive.google.com/file/d/1wwD0C7BYHxe1p15zlvqB7tRJBxrvoOuV/view
524.pdf,Working Capital Management,https://drive.google.com/file/d/1wzEATCXtgM6LhlekZYKkHhWcKmJ6kXLk/view
525.pdf,Introduction to Cryptology,https://drive.google.com/file/d/1x3OwEAmJ1HsiFsnwQEFOZfxondLUi6cB/view
526.pdf,Principles of Signals and Systems,https://drive.google.com/file/d/1xRMSfvNpkhYIUX8mYAb-gzpWcEyuh4YD/view
527.pdf,Convective Heat Transfer,https://drive.google.com/file/d/1xUODE13LNGwYjiu7KfGOaLRCWoJt3tLu/view
528.pdf,Bandit Algorithm (Online Machine Learning),https://drive.google.com/file/d/1xUwdo_TYEani2EsbXnvFRzEPUgxNJt2A/view?usp=drivesdk
529.pdf,Processing of Polymers and Polymer Composites,https://drive.google.com/file/d/1xYLlp7P8wSP617UDpWGmdarIx0ky46wu/view
530.pdf,Chemical Reaction Engineering-I,https://drive.google.com/file/d/1xiJwbWveIWNwEWoJ1qEJoTPiZrWbam4n/view
531.pdf,Metal Mediated Synthesis-I,https://drive.google.com/file/d/1xj6rKapZQI0WuR_D-qYsaRzoxjTREpwP/view
532.pdf,Mechanical Characterization of Bituminous Materials,https://drive.google.com/file/d/1xkzJmQ9Y6sskrpwqAIgWXjTq5mZj2qhj/view?usp=drivesdk
533.pdf,Organization Development and Change in 21st Century,https://drive.google.com/file/d/1xvTwSusuK7PxWao5Q6DLLKe6TuWaX1U0/view
534.pdf,Real Analysis I,https://drive.google.com/file/d/1xvzzXGb32DnYelEbSFWgNUJXkR0Knulm/view?usp=drivesdk
535.pdf,Bio electricity,https://drive.google.com/file/d/1y2imjSPzQGmEE2FFw612bUflDrYHyANw/view
536.pdf,Management of Field Sales,https://drive.google.com/file/d/1y6D_VvYz5iZPsWEi3F5sVBu_GQ4CE3GW/view
537.pdf,Introduction to Algebraic Geometry and Commutative Algebra,https://drive.google.com/file/d/1yfensbPR4zdzYRt3yL_7lFsRlGDO2zXo/view?usp=drivesdk
538.pdf,Design and Optimization of Energy systems,https://drive.google.com/file/d/1ymB12daWOK7oD079TaNQP7rRycqnYxv-/view
539.pdf,Language and society,https://drive.google.com/file/d/1yu4mQ7W1wQm3duGiTvoX4V7xBWWECMyb/view
540.pdf,Solid Mechanics,https://drive.google.com/file/d/1zKpTNKr4thTUZguNtOFkpOz5LQbGVrgc/view
541.pdf,Introduction to proteomics,https://drive.google.com/file/d/1zXd-NPokqJm5xD4H8l9J86efRyHyC5cS/view
542.pdf,Measure theory,https://drive.google.com/file/d/1zaZ2RSeC9VT_VdqBKPZ7QU3AAUPTUJZh/view
543.pdf,Computer Graphics,https://drive.google.com/file/d/1zt1JZhE5LPCOQlPU89dK_lq13gOQOwHa/view
544.pdf,Peer To Peer Networks,https://drive.google.com/file/d/1zvsxrTXCXbS_YAx98j88-BuobbJKW40j/view?usp=drivesdk
545.pdf,Fundamentals of Artificial Intelligence,https://www.google.com/url?q=https%3A%2F%2Fsites.google.com%2Fd%2F1J5Tu-vyViekIyBpLgDkU-srFn_Ot9BxI%2Fp%2F1ybNboz9pHcO8K3Z3qXXTHp_89PKMwbRJ%2Fedit&sa=D&sntz=1&usg=AOvVaw1JdPtpWO97aRm0TC9tCxpk
546.pdf,Introduction to process modeling in membrane separation process,https://www.google.com/url?q=https%3A%2F%2Fsites.google.com%2Fd%2F1J5Tu-vyViekIyBpLgDkU-srFn_Ot9BxI%2Fp%2F1ybNboz9pHcO8K3Z3qXXTHp_89PKMwbRJ%2Fedit&sa=D&sntz=1&usg=AOvVaw1JdPtpWO97aRm0TC9tCxpk
